ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,MKT_CARRIER,windows_tz_org,windows_tz_dest,addition_org,addition_dest,CRS_DEP_TIME_EST,CRS_ARR_TIME_EST,fema_region_org,fema_region_dest
MSP,CVG,1934,2237,13487,11193,DL,Central Standard Time,Eastern Standard Time,100,0,2034,2237,5.0,4.0
MSP,CVG,1338,1629,13487,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1438,1629,5.0,4.0
MSP,CVG,2015,2311,13487,11193,DL,Central Standard Time,Eastern Standard Time,100,0,2115,2311,5.0,4.0
MSP,CVG,855,1150,13487,11193,DL,Central Standard Time,Eastern Standard Time,100,0,955,1150,5.0,4.0
STL,CVG,700,913,15016,11193,DL,Central Standard Time,Eastern Standard Time,100,0,800,913,7.0,4.0
STL,CVG,1230,1444,15016,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1330,1444,7.0,4.0
MCI,CVG,1345,1621,13198,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1445,1621,7.0,4.0
MCI,CVG,850,1132,13198,11193,DL,Central Standard Time,Eastern Standard Time,100,0,950,1132,7.0,4.0
MCI,CVG,1825,2102,13198,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1925,2102,7.0,4.0
IAH,CVG,1214,1535,12266,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1314,1535,6.0,4.0
IAH,CVG,1625,1954,12266,11193,UA,Central Standard Time,Eastern Standard Time,100,0,1725,1954,6.0,4.0
IAH,CVG,2000,2326,12266,11193,UA,Central Standard Time,Eastern Standard Time,100,0,2100,2326,6.0,4.0
IAH,CVG,725,1049,12266,11193,UA,Central Standard Time,Eastern Standard Time,100,0,825,1049,6.0,4.0
IAH,CVG,1215,1538,12266,11193,UA,Central Standard Time,Eastern Standard Time,100,0,1315,1538,6.0,4.0
IAH,CVG,1835,2200,12266,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1935,2200,6.0,4.0
VPS,CVG,1236,1523,15624,11193,G4,Central Standard Time,Eastern Standard Time,100,0,1336,1523,4.0,4.0
DFW,CVG,1828,2142,11298,11193,AA,Central Standard Time,Eastern Standard Time,100,0,1928,2142,6.0,4.0
DFW,CVG,1228,1535,11298,11193,AA,Central Standard Time,Eastern Standard Time,100,0,1328,1535,6.0,4.0
DFW,CVG,655,1007,11298,11193,AA,Central Standard Time,Eastern Standard Time,100,0,755,1007,6.0,4.0
DFW,CVG,1540,1845,11298,11193,AA,Central Standard Time,Eastern Standard Time,100,0,1640,1845,6.0,4.0
DFW,CVG,1925,2235,11298,11193,DL,Central Standard Time,Eastern Standard Time,100,0,2025,2235,6.0,4.0
DFW,CVG,929,1239,11298,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1029,1239,6.0,4.0
DFW,CVG,1531,1836,11298,11193,DL,Central Standard Time,Eastern Standard Time,100,0,1631,1836,6.0,4.0
DFW,CVG,2040,2347,11298,11193,AA,Central Standard Time,Eastern Standard Time,100,0,2140,2347,6.0,4.0
MDW,CVG,2230,40,13232,11193,WN,Central Standard Time,Eastern Standard Time,100,0,2330,40,5.0,4.0
MDW,CVG,1340,1550,13232,11193,WN,Central Standard Time,Eastern Standard Time,100,0,1440,1550,5.0,4.0
MDW,CVG,705,915,13232,11193,WN,Central Standard Time,Eastern Standard Time,100,0,805,915,5.0,4.0
JFK,CVG,1855,2115,12478,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1855,2115,2.0,4.0
JFK,CVG,1630,1851,12478,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1630,1851,2.0,4.0
TPA,CVG,2248,108,15304,11193,F9,Eastern Standard Time,Eastern Standard Time,0,0,2248,108,4.0,4.0
TPA,CVG,1215,1425,15304,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1215,1425,4.0,4.0
LGA,CVG,1045,1313,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1045,1313,2.0,4.0
LGA,CVG,1755,2016,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1755,2016,2.0,4.0
LGA,CVG,1329,1545,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1329,1545,2.0,4.0
LGA,CVG,859,1120,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,859,1120,2.0,4.0
LGA,CVG,2029,2252,12953,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,2029,2252,2.0,4.0
LGA,CVG,830,1051,12953,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,830,1051,2.0,4.0
LGA,CVG,606,813,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,606,813,2.0,4.0
LGA,CVG,2009,2230,12953,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2009,2230,2.0,4.0
ATL,CVG,725,849,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,725,849,4.0,4.0
ATL,CVG,1230,1353,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1230,1353,4.0,4.0
ATL,CVG,2350,112,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2350,112,4.0,4.0
ATL,CVG,1529,1653,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1529,1653,4.0,4.0
ATL,CVG,1747,1912,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1747,1912,4.0,4.0
ATL,CVG,823,946,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,823,946,4.0,4.0
ATL,CVG,1045,1210,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1045,1210,4.0,4.0
ATL,CVG,2008,2130,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2008,2130,4.0,4.0
ATL,CVG,2229,2355,10397,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2229,2355,4.0,4.0
MCO,CVG,2135,2355,13204,11193,F9,Eastern Standard Time,Eastern Standard Time,0,0,2135,2355,4.0,4.0
MCO,CVG,700,909,13204,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,700,909,4.0,4.0
MCO,CVG,1039,1243,13204,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1039,1243,4.0,4.0
MCO,CVG,1812,2018,13204,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1812,2018,4.0,4.0
MCO,CVG,1045,1255,13204,11193,WN,Eastern Standard Time,Eastern Standard Time,0,0,1045,1255,4.0,4.0
IAD,CVG,815,954,12264,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,815,954,3.0,4.0
IAD,CVG,1235,1414,12264,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1235,1414,3.0,4.0
IAD,CVG,1710,1851,12264,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1710,1851,3.0,4.0
PHL,CVG,1940,2138,14100,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1940,2138,3.0,4.0
PHL,CVG,1240,1433,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1240,1433,3.0,4.0
PHL,CVG,2340,128,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,2340,128,3.0,4.0
PHL,CVG,1517,1713,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1517,1713,3.0,4.0
PHL,CVG,749,940,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,749,940,3.0,4.0
PHL,CVG,2105,2300,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,2105,2300,3.0,4.0
PHL,CVG,1030,1230,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1030,1230,3.0,4.0
PHL,CVG,1806,2004,14100,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1806,2004,3.0,4.0
PHL,CVG,2155,2355,14100,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2155,2355,3.0,4.0
PHL,CVG,925,1126,14100,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,925,1126,3.0,4.0
PHL,CVG,1430,1623,14100,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1430,1623,3.0,4.0
RSW,CVG,2249,126,14635,11193,F9,Eastern Standard Time,Eastern Standard Time,0,0,2249,126,4.0,4.0
RSW,CVG,1809,2045,14635,11193,F9,Eastern Standard Time,Eastern Standard Time,0,0,1809,2045,4.0,4.0
RSW,CVG,1645,1905,14635,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1645,1905,4.0,4.0
DTW,CVG,1600,1718,11433,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1600,1718,5.0,4.0
DTW,CVG,1352,1502,11433,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1352,1502,5.0,4.0
DTW,CVG,1008,1125,11433,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1008,1125,5.0,4.0
DTW,CVG,801,913,11433,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,801,913,5.0,4.0
DTW,CVG,2023,2140,11433,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2023,2140,5.0,4.0
MIA,CVG,830,1113,13303,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,830,1113,4.0,4.0
MIA,CVG,1535,1819,13303,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1535,1819,4.0,4.0
MIA,CVG,1940,2225,13303,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1940,2225,4.0,4.0
EWR,CVG,1659,1915,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1659,1915,2.0,4.0
EWR,CVG,2145,2359,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,2145,2359,2.0,4.0
EWR,CVG,1045,1255,11618,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1045,1255,2.0,4.0
EWR,CVG,830,1043,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,830,1043,2.0,4.0
EWR,CVG,1200,1416,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1200,1416,2.0,4.0
EWR,CVG,1359,1613,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1359,1613,2.0,4.0
EWR,CVG,1545,1804,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1545,1804,2.0,4.0
EWR,CVG,1800,2010,11618,11193,UA,Eastern Standard Time,Eastern Standard Time,0,0,1800,2010,2.0,4.0
EWR,CVG,1944,2159,11618,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1944,2159,2.0,4.0
EWR,CVG,1359,1611,11618,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1359,1611,2.0,4.0
EWR,CVG,945,1210,11618,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,945,1210,2.0,4.0
PBI,CVG,1031,1250,14027,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1031,1250,4.0,4.0
SRQ,CVG,1621,1830,14986,11193,F9,Eastern Standard Time,Eastern Standard Time,0,0,1621,1830,4.0,4.0
SRQ,CVG,1857,2103,14986,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1857,2103,4.0,4.0
SRQ,CVG,1707,1920,14986,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1707,1920,4.0,4.0
FLL,CVG,1141,1411,11697,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1141,1411,4.0,4.0
FLL,CVG,1840,2110,11697,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1840,2110,4.0,4.0
FLL,CVG,1310,1546,11697,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1310,1546,4.0,4.0
DCA,CVG,1800,1942,11278,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1800,1942,3.0,4.0
DCA,CVG,1020,1201,11278,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1020,1201,3.0,4.0
DCA,CVG,1500,1640,11278,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1500,1640,3.0,4.0
DCA,CVG,1400,1535,11278,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1400,1535,3.0,4.0
DCA,CVG,938,1116,11278,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,938,1116,3.0,4.0
DCA,CVG,1859,2037,11278,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1859,2037,3.0,4.0
RDU,CVG,1344,1520,14492,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1344,1520,4.0,4.0
RDU,CVG,944,1125,14492,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,944,1125,4.0,4.0
RDU,CVG,1739,1921,14492,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1739,1921,4.0,4.0
BOS,CVG,745,1016,10721,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,745,1016,1.0,4.0
BOS,CVG,1351,1621,10721,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1351,1621,1.0,4.0
BOS,CVG,1910,2148,10721,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1910,2148,1.0,4.0
BOS,CVG,1140,1408,10721,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1140,1408,1.0,4.0
BDL,CVG,1514,1734,10529,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1514,1734,1.0,4.0
CLT,CVG,1750,1919,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1750,1919,4.0,4.0
CLT,CVG,1504,1635,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1504,1635,4.0,4.0
CLT,CVG,1303,1431,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1303,1431,4.0,4.0
CLT,CVG,1140,1313,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,1140,1313,4.0,4.0
CLT,CVG,2215,2342,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,2215,2342,4.0,4.0
CLT,CVG,853,1019,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,853,1019,4.0,4.0
CLT,CVG,2000,2125,11057,11193,AA,Eastern Standard Time,Eastern Standard Time,0,0,2000,2125,4.0,4.0
CLT,CVG,920,1046,11057,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,920,1046,4.0,4.0
CLT,CVG,1525,1655,11057,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1525,1655,4.0,4.0
CLT,CVG,2003,2130,11057,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,2003,2130,4.0,4.0
JAX,CVG,2057,2245,12451,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,2057,2245,4.0,4.0
BWI,CVG,1544,1728,10821,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1544,1728,3.0,4.0
BWI,CVG,805,955,10821,11193,WN,Eastern Standard Time,Eastern Standard Time,0,0,805,955,3.0,4.0
BWI,CVG,1930,2108,10821,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1930,2108,3.0,4.0
BWI,CVG,1050,1231,10821,11193,DL,Eastern Standard Time,Eastern Standard Time,0,0,1050,1231,3.0,4.0
SAV,CVG,1910,2046,14685,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1910,2046,4.0,4.0
PGD,CVG,1520,1734,14082,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,1520,1734,4.0,4.0
SFB,CVG,2046,2251,14761,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,2046,2251,4.0,4.0
PIE,CVG,921,1129,14112,11193,G4,Eastern Standard Time,Eastern Standard Time,0,0,921,1129,4.0,4.0
PHX,CVG,600,1136,14107,11193,F9,US Mountain Standard Time,Eastern Standard Time,200,0,800,1136,9.0,4.0
PHX,CVG,1645,2211,14107,11193,DL,US Mountain Standard Time,Eastern Standard Time,200,0,1845,2211,9.0,4.0
AZA,CVG,2359,539,10466,11193,G4,US Mountain Standard Time,Eastern Standard Time,200,0,2559,539,9.0,4.0
DEN,CVG,1110,1543,11292,11193,UA,Mountain Standard Time,Eastern Standard Time,200,0,1310,1543,8.0,4.0
DEN,CVG,1721,2205,11292,11193,UA,Mountain Standard Time,Eastern Standard Time,200,0,1921,2205,8.0,4.0
DEN,CVG,921,1352,11292,11193,DL,Mountain Standard Time,Eastern Standard Time,200,0,1121,1352,8.0,4.0
DEN,CVG,1330,1800,11292,11193,WN,Mountain Standard Time,Eastern Standard Time,200,0,1530,1800,8.0,4.0
SLC,CVG,1700,2216,14869,11193,DL,Mountain Standard Time,Eastern Standard Time,200,0,1900,2216,8.0,4.0
SLC,CVG,1130,1648,14869,11193,DL,Mountain Standard Time,Eastern Standard Time,200,0,1330,1648,8.0,4.0
SLC,CVG,2354,509,14869,11193,DL,Mountain Standard Time,Eastern Standard Time,200,0,2554,509,8.0,4.0
LAX,CVG,934,1642,12892,11193,G4,Pacific Standard Time,Eastern Standard Time,300,0,1234,1642,9.0,4.0
LAX,CVG,1251,1958,12892,11193,DL,Pacific Standard Time,Eastern Standard Time,300,0,1551,1958,9.0,4.0
LAX,CVG,2220,529,12892,11193,DL,Pacific Standard Time,Eastern Standard Time,300,0,2520,529,9.0,4.0
LAS,CVG,105,748,12889,11193,F9,Pacific Standard Time,Eastern Standard Time,300,0,405,748,9.0,4.0
LAS,CVG,1542,2224,12889,11193,G4,Pacific Standard Time,Eastern Standard Time,300,0,1842,2224,9.0,4.0
LAS,CVG,2227,500,12889,11193,DL,Pacific Standard Time,Eastern Standard Time,300,0,2527,500,9.0,4.0
SFO,CVG,1430,2156,14771,11193,UA,Pacific Standard Time,Eastern Standard Time,300,0,1730,2156,9.0,4.0
SFO,CVG,2215,536,14771,11193,DL,Pacific Standard Time,Eastern Standard Time,300,0,2515,536,9.0,4.0
SEA,CVG,2240,552,14747,11193,DL,Pacific Standard Time,Eastern Standard Time,300,0,2540,552,10.0,4.0
AUS,JFK,753,1232,10423,12478,AA,Central Standard Time,Eastern Standard Time,100,0,853,1232,6.0,2.0
AUS,JFK,1737,2221,10423,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1837,2221,6.0,2.0
AUS,JFK,800,1239,10423,12478,DL,Central Standard Time,Eastern Standard Time,100,0,900,1239,6.0,2.0
AUS,JFK,1321,1808,10423,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1421,1808,6.0,2.0
AUS,JFK,520,948,10423,12478,B6,Central Standard Time,Eastern Standard Time,100,0,620,948,6.0,2.0
AUS,JFK,1302,1732,10423,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1402,1732,6.0,2.0
ORD,JFK,1522,1845,13930,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1622,1845,5.0,2.0
ORD,JFK,1143,1452,13930,12478,AA,Central Standard Time,Eastern Standard Time,100,0,1243,1452,5.0,2.0
ORD,JFK,1202,1524,13930,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1302,1524,5.0,2.0
ORD,JFK,600,917,13930,12478,DL,Central Standard Time,Eastern Standard Time,100,0,700,917,5.0,2.0
ORD,JFK,929,1243,13930,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1029,1243,5.0,2.0
ORD,JFK,1855,2218,13930,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1955,2218,5.0,2.0
ORD,JFK,1008,1325,13930,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1108,1325,5.0,2.0
ORD,JFK,1840,2157,13930,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1940,2157,5.0,2.0
MSY,JFK,1121,1514,13495,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1221,1514,6.0,2.0
MSY,JFK,710,1058,13495,12478,DL,Central Standard Time,Eastern Standard Time,100,0,810,1058,6.0,2.0
MSY,JFK,1915,2317,13495,12478,DL,Central Standard Time,Eastern Standard Time,100,0,2015,2317,6.0,2.0
MSY,JFK,932,1317,13495,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1032,1317,6.0,2.0
MSY,JFK,1810,2159,13495,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1910,2159,6.0,2.0
SAT,JFK,739,1230,14683,12478,AA,Central Standard Time,Eastern Standard Time,100,0,839,1230,6.0,2.0
SAT,JFK,811,1300,14683,12478,DL,Central Standard Time,Eastern Standard Time,100,0,911,1300,6.0,2.0
MSP,JFK,1454,1840,13487,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1554,1840,5.0,2.0
MSP,JFK,1010,1352,13487,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1110,1352,5.0,2.0
MSP,JFK,650,1040,13487,12478,DL,Central Standard Time,Eastern Standard Time,100,0,750,1040,5.0,2.0
MSP,JFK,1800,2150,13487,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1900,2150,5.0,2.0
BNA,JFK,1200,1524,10693,12478,AA,Central Standard Time,Eastern Standard Time,100,0,1300,1524,4.0,2.0
BNA,JFK,642,1010,10693,12478,AA,Central Standard Time,Eastern Standard Time,100,0,742,1010,4.0,2.0
BNA,JFK,1117,1448,10693,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1217,1448,4.0,2.0
BNA,JFK,1755,2129,10693,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1855,2129,4.0,2.0
BNA,JFK,730,1059,10693,12478,DL,Central Standard Time,Eastern Standard Time,100,0,830,1059,4.0,2.0
IAH,JFK,1152,1617,12266,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1252,1617,6.0,2.0
IAH,JFK,1810,2245,12266,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1910,2245,6.0,2.0
IAH,JFK,1134,1601,12266,12478,B6,Central Standard Time,Eastern Standard Time,100,0,1234,1601,6.0,2.0
DFW,JFK,1717,2145,11298,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1817,2145,6.0,2.0
DFW,JFK,1230,1700,11298,12478,DL,Central Standard Time,Eastern Standard Time,100,0,1330,1700,6.0,2.0
DFW,JFK,1638,2109,11298,12478,AA,Central Standard Time,Eastern Standard Time,100,0,1738,2109,6.0,2.0
DFW,JFK,1301,1729,11298,12478,AA,Central Standard Time,Eastern Standard Time,100,0,1401,1729,6.0,2.0
DFW,JFK,931,1400,11298,12478,AA,Central Standard Time,Eastern Standard Time,100,0,1031,1400,6.0,2.0
DFW,JFK,750,1214,11298,12478,DL,Central Standard Time,Eastern Standard Time,100,0,850,1214,6.0,2.0
CLE,JFK,1721,1919,11042,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1721,1919,5.0,2.0
CLE,JFK,700,849,11042,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,700,849,5.0,2.0
CLE,JFK,1048,1224,11042,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1048,1224,5.0,2.0
CLE,JFK,1451,1640,11042,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1451,1640,5.0,2.0
TPA,JFK,750,1026,15304,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,750,1026,4.0,2.0
TPA,JFK,1520,1805,15304,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1520,1805,4.0,2.0
TPA,JFK,1145,1429,15304,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1145,1429,4.0,2.0
TPA,JFK,1955,2240,15304,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1955,2240,4.0,2.0
TPA,JFK,1119,1351,15304,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1119,1351,4.0,2.0
TPA,JFK,600,831,15304,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,600,831,4.0,2.0
TPA,JFK,1835,2113,15304,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1835,2113,4.0,2.0
TPA,JFK,1451,1729,15304,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1451,1729,4.0,2.0
ATL,JFK,1057,1305,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1057,1305,4.0,2.0
ATL,JFK,1929,2151,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1929,2151,4.0,2.0
ATL,JFK,1228,1443,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1228,1443,4.0,2.0
ATL,JFK,1517,1735,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1517,1735,4.0,2.0
ATL,JFK,2140,2355,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,2140,2355,4.0,2.0
ATL,JFK,1400,1615,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1400,1615,4.0,2.0
ATL,JFK,1745,2010,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1745,2010,4.0,2.0
ATL,JFK,831,1040,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,831,1040,4.0,2.0
ATL,JFK,940,1153,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,940,1153,4.0,2.0
ATL,JFK,2355,207,10397,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,2355,207,4.0,2.0
ATL,JFK,1006,1210,10397,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1006,1210,4.0,2.0
ATL,JFK,1849,2104,10397,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1849,2104,4.0,2.0
CVG,JFK,1450,1655,11193,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1450,1655,4.0,2.0
CVG,JFK,1156,1400,11193,12478,AA,Eastern Standard Time,Eastern Standard Time,0,0,1156,1400,4.0,2.0
MCO,JFK,730,1003,13204,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,730,1003,4.0,2.0
MCO,JFK,1950,2226,13204,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1950,2226,4.0,2.0
MCO,JFK,1515,1752,13204,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1515,1752,4.0,2.0
MCO,JFK,1159,1429,13204,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1159,1429,4.0,2.0
MCO,JFK,953,1218,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,953,1218,4.0,2.0
MCO,JFK,1307,1536,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1307,1536,4.0,2.0
MCO,JFK,601,830,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,601,830,4.0,2.0
MCO,JFK,2010,2239,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,2010,2239,4.0,2.0
MCO,JFK,1433,1707,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1433,1707,4.0,2.0
MCO,JFK,1720,1955,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,1720,1955,4.0,2.0
MCO,JFK,801,1027,13204,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,801,1027,4.0,2.0
IAD,JFK,1942,2108,12264,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1942,2108,3.0,2.0
IAD,JFK,1042,1200,12264,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1042,1200,3.0,2.0
IAD,JFK,1530,1659,12264,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,1530,1659,3.0,2.0
IAD,JFK,600,718,12264,12478,DL,Eastern Standard Time,Eastern Standard Time,0,0,600,718,3.0,2.0
PHL,JFK,1757,1910,14100,12478,AA,Eastern Standard Time,Eastern Standard Time,0,0,1757,1910,3.0,2.0
PHL,JFK,1538,1651,14100,12478,AA,Eastern Standard Time,Eastern Standard Time,0,0,1538,1651,3.0,2.0
RSW,JFK,600,838,14635,12478,B6,Eastern Standard Time,Eastern Standard Time,0,0,600,838,4.0,2.0
